Education,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,nb_enf,situation_couple
Graduation,34380.0,72,7,58,13,1,24,1.0,1.0,0.0,1.0,2.0,0,45,1,couple
Graduation,34704.0,29,0,5,0,1,5,0.0,0.0,0.0,1.0,1.0,0,56,1,celib
PhD,94871.0,169,24,553,188,0,144,0.0,2.0,1.0,1.0,1.0,0,53,2,couple
Graduation,65148.0,460,35,422,33,12,153,0.0,1.0,1.0,1.0,1.0,0,64,1,couple
Graduation,39898.0,69,8,26,12,7,12,0.0,1.0,0.0,1.0,2.0,0,68,1,couple
PhD,59892.0,73,0,13,0,1,0,0.0,0.0,0.0,1.0,1.0,0,52,1,couple
Master,41020.0,112,1,54,7,7,36,0.0,1.0,0.0,1.0,1.0,0,35,0,celib
PhD,57072.0,944,0,60,0,0,30,0.0,2.0,1.0,3.0,1.0,0,61,1,couple
2n Cycle,19414.0,2,3,12,3,5,7,0.0,0.0,0.0,1.0,2.0,0,41,1,couple
Graduation,19107.0,2,4,9,10,5,16,0.0,0.0,0.0,1.0,2.0,0,42,1,couple
2n Cycle,75484.0,378,97,259,197,194,34,0.0,1.0,1.0,1.0,1.0,0,46,1,couple
Master,70379.0,553,25,142,65,67,8,1.0,1.0,1.0,3.0,1.0,0,46,1,celib
Master,79419.0,751,127,687,20,15,31,0.0,1.0,2.0,1.0,0.0,0,52,0,couple
PhD,64014.0,406,0,30,0,0,8,2.0,2.0,0.0,1.0,2.0,0,76,3,couple
Graduation,76998.0,1449,89,161,69,35,107,0.0,2.0,2.0,2.0,1.0,0,67,1,couple
Master,49854.0,123,17,171,39,0,30,1.0,1.0,0.0,1.0,1.0,0,50,1,couple
PhD,60585.0,267,42,309,55,42,21,2.0,2.0,1.0,2.0,1.0,0,51,2,couple
PhD,42873.0,209,0,40,3,2,15,1.0,1.0,0.0,1.0,2.0,0,72,2,celib
Graduation,87679.0,1259,172,815,97,148,33,0.0,2.0,2.0,2.0,1.0,0,34,0,couple
Graduation,57867.0,344,35,178,15,23,17,2.0,2.0,0.0,2.0,1.0,0,44,1,couple
Graduation,35765.0,22,3,30,0,5,15,0.0,0.0,0.0,1.0,1.0,0,32,1,couple
Graduation,65492.0,247,161,295,210,85,47,0.0,1.0,2.0,3.0,0.0,0,63,0,couple
Graduation,32952.0,38,0,12,3,1,1,0.0,0.0,0.0,1.0,2.0,0,45,1,celib
PhD,53374.0,896,10,101,13,10,34,1.0,1.0,0.0,2.0,2.0,0,53,1,couple
Graduation,71706.0,931,56,253,91,98,14,1.0,2.0,1.0,1.0,1.0,0,63,1,couple
Graduation,68487.0,758,12,385,33,89,89,0.0,2.0,1.0,3.0,1.0,0,34,0,couple
Master,53253.0,216,9,57,20,9,125,2.0,1.0,1.0,1.0,1.0,0,47,2,couple
Graduation,42014.0,244,15,108,4,15,50,1.0,1.0,0.0,1.0,2.0,0,45,1,couple
Master,54108.0,539,6,91,8,6,97,3.0,2.0,0.0,2.0,2.0,0,49,2,couple
PhD,49667.0,1181,26,120,17,13,39,0.0,1.0,2.0,1.0,2.0,0,67,0,celib
Master,63206.0,750,8,125,11,8,26,0.0,1.0,1.0,1.0,0.0,0,48,0,couple
Master,57136.0,306,5,109,21,109,92,2.0,1.0,0.0,2.0,1.0,0,50,2,couple
2n Cycle,46772.0,350,104,189,197,151,57,1.0,2.0,2.0,1.0,2.0,0,47,1,couple
PhD,78931.0,331,197,170,58,152,35,0.0,0.0,2.0,3.0,0.0,0,51,0,couple
Graduation,53977.0,620,16,165,0,24,82,1.0,1.0,1.0,3.0,1.0,0,64,1,couple
Graduation,73538.0,811,76,428,99,137,107,1.0,2.0,1.0,2.0,1.0,0,57,1,couple
Graduation,79529.0,423,42,706,73,197,197,0.0,1.0,2.0,2.0,0.0,0,36,0,couple
2n Cycle,20981.0,2,12,10,6,13,30,0.0,1.0,0.0,0.0,2.0,0,45,0,couple
Graduation,51766.0,60,51,87,6,20,51,0.0,1.0,0.0,1.0,1.0,0,42,1,celib
Graduation,55759.0,675,0,85,10,7,77,1.0,2.0,1.0,2.0,2.0,0,60,1,couple
Master,37787.0,40,1,40,4,3,18,0.0,1.0,0.0,1.0,2.0,0,50,1,couple
Graduation,27242.0,3,17,26,20,1,39,0.0,0.0,0.0,1.0,2.0,0,52,1,celib
PhD,87188.0,910,111,724,49,74,55,0.0,2.0,0.0,1.0,1.0,0,39,0,celib
Graduation,69930.0,252,98,827,219,70,196,0.0,1.0,1.0,3.0,1.0,0,51,0,couple
Graduation,37697.0,34,6,21,11,4,8,0.0,0.0,0.0,1.0,1.0,0,46,1,celib
Graduation,58597.0,490,0,184,10,28,21,3.0,1.0,1.0,2.0,1.0,0,46,2,couple
PhD,82032.0,332,194,377,149,125,57,0.0,1.0,1.0,2.0,0.0,0,74,0,celib
Graduation,28087.0,53,8,17,13,0,21,1.0,0.0,0.0,0.0,1.0,0,64,2,couple
PhD,74004.0,784,48,560,42,176,48,0.0,1.0,1.0,1.0,1.0,0,35,0,celib
Graduation,19740.0,7,11,3,10,4,20,0.0,0.0,0.0,1.0,1.0,0,62,1,couple
2n Cycle,57036.0,1171,43,219,19,14,47,1.0,1.0,1.0,3.0,2.0,0,47,1,couple
2n Cycle,53083.0,215,7,33,3,0,13,1.0,1.0,0.0,1.0,2.0,0,64,2,couple
PhD,69283.0,674,62,134,0,26,8,1.0,2.0,1.0,3.0,1.0,0,47,1,couple
2n Cycle,23331.0,5,36,7,0,10,45,0.0,1.0,0.0,1.0,2.0,0,34,1,couple
2n Cycle,23331.0,104,20,101,24,15,5,1.0,1.0,0.0,1.0,2.0,0,34,1,celib
Graduation,9255.0,9,0,7,2,0,4,0.0,0.0,0.0,0.0,2.0,0,33,1,celib
PhD,67786.0,431,82,441,80,20,102,0.0,1.0,1.0,1.0,0.0,0,63,0,celib
PhD,71969.0,1000,0,76,0,0,10,1.0,1.0,1.0,2.0,2.0,0,51,1,couple
Master,59235.0,448,40,469,80,0,91,1.0,2.0,0.0,3.0,1.0,0,55,1,celib
Graduation,31928.0,33,4,24,4,2,5,0.0,1.0,0.0,1.0,2.0,0,33,1,couple
Master,74881.0,505,72,270,36,27,54,1.0,2.0,0.0,3.0,1.0,0,61,2,couple
Graduation,65819.0,267,38,701,149,165,63,0.0,1.0,1.0,2.0,1.0,0,44,0,couple
PhD,51411.0,14,0,3,0,0,1,0.0,0.0,0.0,1.0,1.0,0,69,3,celib
Graduation,51983.0,631,0,115,10,7,30,1.0,2.0,0.0,2.0,1.0,0,58,1,celib
2n Cycle,30390.0,10,12,12,25,1,20,0.0,0.0,0.0,1.0,1.0,0,35,0,couple
Graduation,30983.0,51,4,50,12,1,49,0.0,1.0,0.0,1.0,2.0,0,59,0,celib
Graduation,66033.0,293,35,179,46,59,65,0.0,2.0,1.0,1.0,1.0,0,65,1,celib
2n Cycle,37284.0,11,1,2,2,1,6,0.0,0.0,0.0,1.0,1.0,0,47,2,couple
Master,57530.0,50,1,27,6,7,1,0.0,0.0,0.0,1.0,0.0,0,71,1,celib
2n Cycle,76800.0,173,26,255,35,71,81,0.0,1.0,1.0,2.0,0.0,0,57,0,couple
Graduation,63943.0,423,184,368,13,97,21,0.0,1.0,1.0,1.0,1.0,0,66,1,couple
Master,37054.0,12,1,6,0,1,5,0.0,0.0,0.0,1.0,2.0,0,55,2,couple
Master,47175.0,167,2,44,6,2,19,1.0,1.0,0.0,1.0,2.0,0,60,2,couple
Graduation,31859.0,3,1,3,8,0,5,0.0,0.0,0.0,0.0,2.0,0,46,1,celib
Graduation,27215.0,30,5,22,8,9,28,1.0,0.0,0.0,1.0,1.0,0,61,3,celib
PhD,70179.0,532,88,168,69,44,133,1.0,2.0,1.0,3.0,1.0,0,46,1,celib
Graduation,24645.0,5,3,4,4,1,0,0.0,0.0,0.0,0.0,2.0,0,34,1,couple
Graduation,79865.0,71,99,278,185,121,38,0.0,1.0,2.0,1.0,0.0,0,68,1,celib
Graduation,44322.0,46,0,40,3,0,3,0.0,1.0,0.0,1.0,2.0,0,37,1,couple
Graduation,47958.0,268,11,88,15,3,22,0.0,1.0,1.0,1.0,1.0,0,70,1,celib
Master,63972.0,928,63,254,0,12,12,1.0,1.0,1.0,2.0,1.0,0,58,1,celib
Graduation,75315.0,459,15,171,142,23,31,0.0,1.0,1.0,3.0,0.0,0,68,1,couple
PhD,55517.0,483,0,108,0,6,36,1.0,2.0,0.0,1.0,2.0,0,72,2,couple
PhD,75283.0,733,9,180,12,19,66,2.0,1.0,1.0,1.0,1.0,0,65,3,couple
Master,27161.0,7,4,23,7,0,11,0.0,0.0,0.0,1.0,2.0,0,36,1,couple
PhD,38201.0,233,0,23,0,0,12,1.0,1.0,0.0,1.0,2.0,0,62,1,couple
Graduation,45203.0,35,3,67,10,8,24,0.0,1.0,0.0,1.0,1.0,0,40,2,couple
PhD,81574.0,1252,0,465,46,35,0,0.0,1.0,1.0,2.0,0.0,0,75,0,couple
Master,60482.0,255,43,134,37,14,24,0.0,1.0,0.0,1.0,1.0,0,46,1,celib
Graduation,34633.0,8,1,5,0,0,1,0.0,0.0,0.0,0.0,1.0,0,66,3,couple
Master,78093.0,368,32,639,13,43,10,0.0,1.0,2.0,1.0,0.0,0,75,0,couple
Graduation,82460.0,255,47,573,52,32,15,0.0,1.0,1.0,1.0,0.0,0,72,0,celib
Master,45903.0,33,8,10,2,10,3,0.0,0.0,0.0,1.0,1.0,0,56,1,couple
Master,40442.0,45,12,52,25,22,13,1.0,1.0,0.0,1.0,1.0,0,70,2,couple
Graduation,61482.0,48,58,68,16,66,43,0.0,1.0,0.0,2.0,0.0,0,57,0,couple
Graduation,34968.0,158,6,45,8,2,2,2.0,1.0,0.0,1.0,2.0,0,42,1,couple
Graduation,75794.0,754,160,625,63,32,48,0.0,2.0,1.0,3.0,1.0,0,35,0,couple
Graduation,74268.0,199,66,315,97,174,41,0.0,1.0,1.0,1.0,0.0,0,67,0,couple
Basic,13724.0,2,7,5,2,15,27,0.0,0.0,0.0,0.0,2.0,0,34,1,couple
PhD,52569.0,85,0,3,0,0,7,0.0,0.0,0.0,1.0,1.0,0,55,1,celib
PhD,48432.0,322,3,50,4,3,42,1.0,1.0,0.0,1.0,2.0,0,49,1,celib
Graduation,36108.0,141,8,129,3,11,47,1.0,2.0,0.0,1.0,2.0,0,38,1,celib
Graduation,76445.0,739,107,309,140,80,35,0.0,0.0,1.0,3.0,1.0,0,51,1,couple
PhD,36663.0,18,0,6,3,3,5,0.0,0.0,0.0,1.0,0.0,0,47,1,couple
Master,53843.0,378,0,88,19,4,73,1.0,2.0,1.0,1.0,2.0,0,57,1,couple
Master,90226.0,1083,108,649,253,151,108,0.0,1.0,1.0,2.0,0.0,0,66,0,couple
Master,70638.0,1016,12,215,16,12,63,0.0,1.0,1.0,2.0,1.0,0,67,0,celib
Graduation,44512.0,23,1,6,0,0,2,0.0,0.0,0.0,1.0,1.0,0,62,2,couple
Graduation,27116.0,12,1,21,2,2,3,0.0,0.0,0.0,1.0,2.0,0,61,2,couple
PhD,54072.0,35,0,4,0,0,0,0.0,0.0,0.0,0.0,2.0,0,59,2,couple
Graduation,71855.0,548,31,422,0,112,28,1.0,1.0,1.0,2.0,1.0,0,45,1,couple
2n Cycle,51250.0,342,32,230,34,32,40,1.0,2.0,1.0,1.0,2.0,0,32,1,celib
Master,60432.0,365,3,15,4,3,11,1.0,2.0,0.0,1.0,1.0,0,49,1,couple
2n Cycle,12393.0,5,6,15,11,7,13,0.0,0.0,0.0,1.0,2.0,0,44,0,couple
Graduation,64509.0,836,185,575,24,25,77,0.0,1.0,1.0,2.0,1.0,0,32,0,celib
Graduation,33955.0,100,2,128,23,7,10,1.0,1.0,0.0,1.0,2.0,0,47,1,celib
Graduation,55434.0,238,115,215,169,69,76,1.0,1.0,1.0,3.0,1.0,0,38,1,couple
Graduation,28359.0,6,0,5,2,1,2,0.0,0.0,0.0,0.0,2.0,0,39,1,couple
Graduation,57100.0,158,11,99,15,11,17,0.0,1.0,0.0,2.0,1.0,0,35,1,celib
Master,52973.0,856,0,76,12,9,199,1.0,2.0,1.0,2.0,2.0,0,66,1,couple
PhD,51717.0,98,1,17,0,1,5,0.0,1.0,0.0,1.0,2.0,0,57,1,couple
Graduation,18793.0,4,16,20,0,17,20,1.0,0.0,0.0,1.0,2.0,0,51,1,couple
Graduation,50664.0,313,8,104,6,4,126,2.0,2.0,0.0,1.0,2.0,0,63,2,celib
Graduation,54414.0,109,18,16,24,26,18,1.0,1.0,0.0,1.0,1.0,0,59,2,couple
PhD,54549.0,216,2,6,0,0,9,0.0,1.0,0.0,1.0,2.0,0,70,1,couple
PhD,47111.0,595,71,153,120,112,41,1.0,1.0,0.0,2.0,2.0,0,51,1,celib
PhD,41003.0,123,133,142,71,44,88,0.0,1.0,0.0,2.0,1.0,0,59,0,celib
Graduation,19444.0,16,0,23,3,2,10,1.0,1.0,0.0,0.0,2.0,0,40,1,couple
2n Cycle,36301.0,11,12,35,3,5,12,0.0,1.0,0.0,1.0,2.0,0,46,1,couple
PhD,42731.0,159,2,51,6,2,24,1.0,1.0,0.0,1.0,1.0,0,53,1,couple
PhD,52854.0,105,0,10,0,1,0,0.0,0.0,0.0,1.0,1.0,0,63,2,couple
Graduation,22775.0,5,1,8,0,0,1,0.0,0.0,0.0,0.0,2.0,0,44,1,couple
PhD,59821.0,629,0,70,0,0,35,1.0,2.0,0.0,2.0,2.0,0,67,1,couple
Graduation,50002.0,443,5,71,21,16,82,0.0,2.0,0.0,2.0,2.0,0,68,1,celib
Graduation,69755.0,217,77,373,111,23,93,0.0,1.0,1.0,3.0,0.0,0,77,0,couple
Graduation,44078.0,24,1,10,2,0,4,0.0,0.0,0.0,1.0,1.0,0,53,2,couple
Master,30560.0,9,1,5,4,5,7,0.0,0.0,0.0,1.0,2.0,0,46,1,couple
Master,35924.0,8,0,14,2,3,7,0.0,0.0,0.0,1.0,1.0,0,53,2,couple
PhD,64140.0,1459,0,61,0,15,215,1.0,0.0,1.0,1.0,1.0,0,58,2,celib
Graduation,56386.0,230,48,214,13,32,75,2.0,2.0,0.0,1.0,2.0,0,41,2,couple
2n Cycle,75774.0,340,21,134,258,14,56,0.0,2.0,1.0,2.0,1.0,0,41,1,couple
Master,39228.0,7,1,6,0,3,3,0.0,0.0,0.0,1.0,1.0,0,62,0,celib
Master,58494.0,298,7,68,4,0,19,0.0,1.0,0.0,1.0,1.0,0,48,1,couple
Graduation,58684.0,479,35,179,28,7,85,0.0,1.0,1.0,3.0,0.0,0,41,0,celib
Graduation,57136.0,267,140,599,34,12,127,0.0,2.0,1.0,2.0,1.0,0,55,0,celib
PhD,56551.0,67,4,32,17,2,16,1.0,0.0,0.0,1.0,1.0,0,72,2,celib
Graduation,22448.0,3,1,8,23,2,18,1.0,0.0,0.0,1.0,1.0,0,40,1,couple
Graduation,82014.0,980,37,265,35,163,31,0.0,1.0,1.0,2.0,1.0,0,61,0,celib
Graduation,34213.0,50,4,28,6,3,26,1.0,1.0,0.0,0.0,2.0,0,59,2,celib
PhD,25358.0,19,0,5,0,0,8,0.0,0.0,0.0,1.0,1.0,0,75,1,celib
Master,35544.0,30,5,23,4,1,4,0.0,0.0,0.0,1.0,2.0,0,44,1,celib
Master,36634.0,213,9,76,4,3,30,1.0,1.0,0.0,1.0,2.0,0,68,1,couple
PhD,62670.0,539,30,92,80,46,38,0.0,1.0,1.0,3.0,1.0,0,68,1,couple
2n Cycle,50334.0,284,16,160,84,16,134,1.0,2.0,1.0,1.0,1.0,0,50,1,couple
Graduation,72066.0,1003,34,536,134,51,34,0.0,1.0,2.0,2.0,0.0,0,41,0,celib
PhD,50729.0,239,13,143,45,4,52,2.0,1.0,0.0,2.0,1.0,0,64,2,celib
Graduation,34916.0,51,23,82,33,0,42,1.0,1.0,0.0,1.0,2.0,0,54,2,couple
Graduation,64892.0,527,24,230,32,24,65,0.0,1.0,1.0,3.0,1.0,0,46,1,celib
Graduation,43602.0,19,5,12,10,3,19,1.0,1.0,0.0,0.0,1.0,0,56,2,celib
2n Cycle,41473.0,21,8,20,15,3,9,0.0,0.0,0.0,1.0,2.0,0,37,1,celib
PhD,63246.0,593,30,91,29,22,7,0.0,1.0,1.0,3.0,1.0,0,55,2,couple
PhD,36732.0,21,5,3,10,1,7,1.0,0.0,0.0,1.0,0.0,0,63,2,couple
PhD,37929.0,202,2,46,3,2,10,0.0,1.0,0.0,1.0,2.0,0,37,0,celib
Graduation,86610.0,446,107,768,33,196,53,0.0,1.0,1.0,1.0,0.0,0,71,0,couple
Master,80141.0,1184,102,673,52,40,40,0.0,1.0,1.0,2.0,1.0,0,36,0,couple
Graduation,69016.0,726,53,363,123,107,161,1.0,2.0,2.0,3.0,1.0,0,52,1,couple
2n Cycle,20193.0,8,8,22,24,11,9,0.0,0.0,0.0,1.0,1.0,0,31,0,couple
Graduation,27573.0,50,15,110,39,15,15,1.0,1.0,0.0,1.0,2.0,0,47,1,couple
Basic,15862.0,1,1,4,11,9,10,0.0,0.0,0.0,1.0,2.0,0,43,1,celib
PhD,49544.0,308,0,73,0,0,23,0.0,1.0,0.0,2.0,2.0,0,46,1,couple
Graduation,33228.0,22,2,31,7,4,5,0.0,0.0,0.0,1.0,2.0,0,42,1,couple
Graduation,70440.0,690,117,499,76,102,88,0.0,1.0,2.0,2.0,1.0,0,44,0,couple
Graduation,38232.0,43,5,28,7,6,33,1.0,1.0,0.0,1.0,1.0,0,51,2,couple
PhD,22554.0,27,0,10,0,0,4,1.0,0.0,0.0,1.0,1.0,0,67,2,couple
PhD,23536.0,6,0,3,0,0,1,0.0,0.0,0.0,1.0,1.0,0,39,1,couple
Graduation,49413.0,205,7,41,3,2,46,0.0,1.0,0.0,1.0,1.0,0,70,1,couple
Graduation,42231.0,24,0,8,0,1,4,0.0,0.0,0.0,1.0,1.0,0,53,2,couple
Master,78789.0,667,50,850,21,83,83,0.0,1.0,1.0,1.0,0.0,0,42,0,celib
Graduation,56534.0,691,7,61,10,0,46,1.0,2.0,1.0,2.0,2.0,0,54,1,couple
Graduation,58350.0,493,26,206,116,80,80,1.0,2.0,1.0,3.0,1.0,0,51,1,celib
Graduation,49090.0,494,5,82,7,0,100,1.0,2.0,0.0,2.0,2.0,0,71,1,celib
Master,61787.0,621,73,414,78,48,85,0.0,2.0,1.0,1.0,1.0,0,35,0,celib
PhD,18169.0,9,0,5,0,0,7,0.0,0.0,0.0,0.0,2.0,0,37,1,couple
2n Cycle,24336.0,1,6,2,8,2,12,0.0,0.0,0.0,0.0,1.0,0,41,1,celib
Graduation,18222.0,12,4,19,12,6,14,0.0,0.0,0.0,1.0,2.0,0,32,0,couple
Graduation,62335.0,243,131,217,85,6,26,0.0,1.0,1.0,3.0,0.0,0,70,1,celib
2n Cycle,42033.0,11,1,4,2,0,7,0.0,0.0,0.0,0.0,1.0,0,51,2,couple
PhD,86580.0,532,21,127,26,20,20,0.0,1.0,0.0,1.0,0.0,0,39,0,couple
PhD,41437.0,29,0,2,0,0,1,0.0,0.0,0.0,1.0,1.0,0,65,2,celib
Master,73705.0,612,91,520,258,107,107,0.0,2.0,1.0,2.0,1.0,0,71,2,celib
Graduation,61064.0,387,126,342,0,45,180,1.0,2.0,1.0,2.0,1.0,0,46,1,couple
Graduation,18358.0,6,8,19,16,4,4,1.0,1.0,0.0,1.0,2.0,0,33,1,celib
PhD,55012.0,582,0,65,0,0,13,1.0,2.0,0.0,2.0,1.0,0,49,1,couple
Basic,9722.0,6,17,16,6,16,42,1.0,1.0,0.0,1.0,2.0,0,49,1,couple
PhD,38175.0,70,6,69,2,3,3,1.0,1.0,0.0,1.0,2.0,0,38,1,couple
Master,58656.0,962,12,194,16,24,12,1.0,1.0,2.0,3.0,1.0,0,66,1,couple
Graduation,52117.0,112,10,107,30,0,20,0.0,1.0,0.0,1.0,1.0,0,57,1,couple
Graduation,64813.0,293,0,124,179,97,52,0.0,2.0,0.0,2.0,1.0,0,44,1,couple
PhD,54222.0,199,12,31,3,12,7,0.0,1.0,1.0,1.0,1.0,0,49,1,couple
Graduation,83512.0,1060,61,835,80,20,101,0.0,1.0,2.0,2.0,0.0,0,36,0,couple
Master,77520.0,940,44,396,0,88,58,0.0,2.0,2.0,2.0,1.0,0,63,1,couple
Graduation,41154.0,44,2,11,2,3,7,0.0,0.0,0.0,1.0,1.0,0,44,1,couple
Graduation,80398.0,342,51,936,207,35,26,0.0,1.0,2.0,3.0,1.0,0,56,0,couple
Basic,18746.0,2,10,11,12,9,20,0.0,1.0,0.0,1.0,1.0,0,30,1,celib
Graduation,60230.0,520,20,367,39,81,40,0.0,1.0,1.0,1.0,1.0,0,66,1,celib
Graduation,22108.0,5,3,9,6,2,6,0.0,0.0,0.0,1.0,2.0,0,45,2,couple
Graduation,44392.0,87,5,71,7,12,29,1.0,1.0,0.0,1.0,2.0,0,48,2,couple
PhD,55424.0,462,61,184,10,53,107,1.0,1.0,1.0,2.0,1.0,0,46,1,couple
Graduation,17688.0,2,2,1,3,1,2,0.0,0.0,0.0,0.0,2.0,1,43,1,couple
PhD,92491.0,979,44,935,29,25,22,0.0,2.0,1.0,3.0,1.0,0,39,0,couple
Graduation,90273.0,704,129,853,120,74,111,0.0,1.0,1.0,2.0,0.0,0,31,0,celib
PhD,82571.0,861,31,558,62,95,79,0.0,1.0,1.0,3.0,0.0,0,60,0,celib
PhD,38513.0,172,3,115,16,0,18,1.0,1.0,0.0,1.0,2.0,0,40,1,celib
Master,16653.0,5,7,31,15,4,7,1.0,0.0,0.0,1.0,1.0,0,43,1,celib
Graduation,42586.0,194,2,56,0,0,0,1.0,1.0,0.0,1.0,2.0,0,67,2,couple
Basic,23529.0,9,7,13,3,2,20,0.0,0.0,0.0,0.0,1.0,0,57,1,celib
Graduation,71107.0,533,10,217,198,174,195,0.0,2.0,1.0,3.0,1.0,0,71,1,couple
PhD,46910.0,48,0,14,0,0,6,0.0,0.0,0.0,1.0,1.0,0,58,2,couple
Graduation,37244.0,18,2,10,0,0,25,0.0,0.0,0.0,0.0,2.0,0,67,2,celib
Graduation,82427.0,482,147,509,104,107,107,0.0,1.0,1.0,3.0,0.0,0,56,0,couple
2n Cycle,75342.0,204,97,97,21,118,26,0.0,1.0,0.0,2.0,1.0,0,64,1,celib
Graduation,70044.0,1073,0,250,153,14,14,1.0,2.0,2.0,1.0,1.0,0,68,1,celib
Graduation,77437.0,560,21,442,29,44,29,0.0,1.0,1.0,3.0,0.0,0,59,0,couple
Graduation,54984.0,173,13,131,32,3,6,1.0,1.0,0.0,1.0,2.0,0,63,1,couple
PhD,42403.0,22,1,11,0,5,3,0.0,0.0,0.0,1.0,2.0,0,51,1,couple
Graduation,55761.0,136,1,12,0,3,32,0.0,1.0,0.0,1.0,1.0,0,58,1,couple
Graduation,37292.0,275,0,86,10,23,66,1.0,1.0,1.0,1.0,2.0,0,39,1,couple
PhD,45576.0,56,19,29,2,14,25,0.0,1.0,0.0,1.0,2.0,0,77,0,celib
Graduation,70321.0,303,23,751,82,26,191,0.0,1.0,1.0,3.0,1.0,0,75,0,couple
PhD,58086.0,708,7,62,0,0,15,0.0,2.0,1.0,1.0,2.0,0,53,1,celib
Graduation,81795.0,324,132,693,27,118,88,0.0,1.0,2.0,1.0,0.0,0,70,0,couple
Basic,28389.0,1,5,3,7,4,8,0.0,0.0,0.0,0.0,1.0,0,75,0,couple
Graduation,69901.0,312,21,206,102,92,149,1.0,2.0,1.0,2.0,1.0,0,53,1,celib
PhD,80360.0,1493,86,454,112,43,43,0.0,1.0,1.0,1.0,0.0,0,73,0,couple
2n Cycle,31859.0,3,4,7,15,8,11,0.0,0.0,0.0,1.0,2.0,0,42,1,celib
PhD,51569.0,380,0,47,6,0,34,1.0,2.0,0.0,2.0,2.0,0,73,1,celib
Basic,16014.0,3,9,4,7,8,7,1.0,0.0,0.0,1.0,1.0,0,43,2,celib
Graduation,41120.0,24,2,23,0,8,24,1.0,0.0,0.0,1.0,1.0,0,54,2,couple
Master,39763.0,80,1,60,4,6,16,0.0,1.0,0.0,0.0,2.0,0,51,1,celib
PhD,38725.0,31,0,6,2,1,5,0.0,0.0,0.0,1.0,1.0,0,67,2,couple
Graduation,77981.0,138,120,204,16,126,60,1.0,2.0,1.0,2.0,1.0,0,50,1,couple
2n Cycle,62905.0,166,75,96,119,107,59,1.0,2.0,0.0,2.0,1.0,0,58,1,couple
2n Cycle,13533.0,12,3,8,8,0,17,0.0,0.0,0.0,1.0,2.0,0,43,1,celib
Graduation,59481.0,178,3,85,71,66,58,0.0,1.0,1.0,2.0,0.0,0,47,1,couple
Graduation,72117.0,707,20,171,65,60,50,0.0,2.0,2.0,2.0,1.0,0,45,1,couple
2n Cycle,21955.0,5,1,7,17,14,11,0.0,0.0,0.0,1.0,1.0,0,36,1,couple
Graduation,67131.0,465,71,250,93,35,62,1.0,2.0,0.0,3.0,1.0,0,66,1,couple
PhD,36802.0,16,1,2,0,0,1,0.0,0.0,0.0,1.0,1.0,0,42,1,celib
Master,47808.0,123,1,26,2,0,72,0.0,1.0,0.0,1.0,2.0,0,47,1,couple
PhD,25509.0,40,3,30,10,7,11,1.0,1.0,0.0,1.0,2.0,0,48,1,celib
PhD,85431.0,376,53,462,168,53,53,0.0,0.0,2.0,2.0,0.0,0,70,0,couple
Graduation,42664.0,21,0,3,0,0,0,0.0,0.0,0.0,1.0,1.0,0,55,1,couple
PhD,28973.0,206,0,46,3,2,12,0.0,1.0,0.0,1.0,2.0,0,45,0,couple
PhD,39435.0,71,0,18,0,0,13,0.0,1.0,0.0,0.0,2.0,0,49,1,couple
2n Cycle,65370.0,71,22,112,138,89,29,0.0,0.0,1.0,3.0,0.0,0,38,0,couple
Basic,20194.0,0,4,7,11,10,15,0.0,0.0,0.0,1.0,1.0,0,43,1,celib
PhD,42473.0,93,1,21,0,4,25,1.0,0.0,0.0,1.0,1.0,0,46,2,celib
Graduation,64590.0,920,138,168,36,46,30,0.0,2.0,1.0,2.0,1.0,0,54,0,couple
Graduation,71232.0,653,17,170,34,26,17,0.0,3.0,0.0,2.0,2.0,0,63,1,couple
Graduation,34600.0,199,33,60,8,3,15,1.0,1.0,0.0,1.0,2.0,0,51,2,couple
Graduation,46904.0,153,4,56,0,9,31,1.0,1.0,0.0,1.0,2.0,0,55,2,celib
Graduation,49094.0,376,0,38,11,8,69,1.0,1.0,1.0,1.0,1.0,0,49,1,couple
Graduation,36075.0,46,0,30,12,1,30,0.0,0.0,0.0,1.0,1.0,0,39,1,couple
2n Cycle,60839.0,600,21,128,223,150,128,3.0,0.0,0.0,2.0,2.0,0,43,2,couple
2n Cycle,82122.0,734,22,350,151,25,100,0.0,1.0,2.0,3.0,0.0,0,60,0,couple
Graduation,34074.0,135,1,41,10,1,67,1.0,1.0,1.0,1.0,1.0,0,70,2,couple
Master,28520.0,11,0,10,0,2,20,0.0,0.0,0.0,0.0,1.0,0,62,2,couple
Graduation,62535.0,163,48,90,0,45,52,0.0,1.0,0.0,2.0,1.0,0,67,1,celib
Master,36273.0,29,3,30,3,2,9,0.0,1.0,0.0,1.0,1.0,0,45,1,celib
Graduation,63404.0,734,26,70,11,44,17,0.0,1.0,1.0,1.0,1.0,0,58,2,couple
Graduation,78416.0,453,38,279,188,38,183,0.0,2.0,2.0,2.0,1.0,0,46,1,couple
Graduation,75702.0,1073,0,629,145,37,37,0.0,2.0,1.0,3.0,1.0,0,48,1,couple
Master,59385.0,135,0,10,0,4,36,0.0,1.0,0.0,1.0,1.0,0,71,2,couple
